Product Name,Brand Name,Breadcrumbs,Price,Recommended Price,Short Description,Description,Color,Picture,Properties,Brand Information,MetaTitle,MetaDescription,Website
"Putki Ullmatta 75x250 cm, Clay",OYOY,Mattor,1125kr,2250kr,"Putki Rug Clay ullmatta från OYOY med ett elegant, enkelt uttryck perfekt för alla hem, oavsett stil och smak.","<div>Ullmattan från OYOY har ett elegant, enkelt uttryck perfekt för alla hem, oavsett stil och smak. Den är tillverkad av ull med fransar på långsidorna. <br/><br/> <h2>Om ullmattan från OYOY</h2><br/>- Gjord av ull.<br/>- Handgjord.<br/>- Finns i flera utföranden.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-putki-runner-offwhite-black-3?w=800&quality=80,"Produktinformation_Artikelnummer_328095,Produktinformation_Lev. artikelnummer_L300246,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Clay,Produktinformation_Material_Ull,Produktinformation_Storlek_75x250,Produktinformation_Tillverkad i_Indien,Produktinformation_Bredd_75 cm,Produktinformation_Längd_250 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Putki Ullmatta 75x250 cm, Clay från OYOY | RoyalDesign.se","Putki Rug Clay ullmatta från OYOY med ett elegant, enkelt uttryck perfekt för alla hem, oavsett stil och smak. ✓ Trygg leverans ✓ Flexibel betalning",NordicDetails.se
"Raita Handduk 100x50 cm, Caramel/Cloud",OYOY,Badrumstextilier,124kr,310kr,"Raita handduk från OYOY i mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck.","<div>Handduken från OYOY är tillverkad av mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck. <br/><br/> <h2>Om handduken från OYOY</h2><br/>- Finns i flera storlekar.<br/>- Finns i flera färger.<br/>- Tillverkad i Portugal.<br/><br/> <h2>Skötselråd för handduken</h2><br/>- Tvättas i 60°C.<br/><br/><br/><br/></div>",50x100,https://media.royaldesign.se/1/oyoy-raita-towel-40x60-cm-10?w=800&quality=80,"Produktinformation_Artikelnummer_328103,Produktinformation_Lev. artikelnummer_L300115,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Karamell, Cloud,Produktinformation_Storlek_50x100,Produktinformation_Tillverkad i_Portugal",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Raita Handduk 100x50 cm, Caramel/Cloud från OYOY | RoyalDesign.se","Raita handduk från OYOY i mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck. ✓ Trygg leverans ✓ Flexibel betalning",NordicDetails.se
"Raita Handduk 100x150 cm, Caramel/Isblå",OYOY,Badrumstextilier,450kr,750kr,"Raita handduk från OYOY i mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck.","<div>Handduken från OYOY är tillverkad av mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck. <br/><br/> <h2>Om handduken från OYOY</h2><br/>- Finns i flera storlekar.<br/>- Finns i flera färger.<br/>- Tillverkad i Portugal.<br/><br/> <h2>Skötselråd för handduken</h2><br/>- Tvättas i 60°C.<br/><br/><br/><br/></div>",100x150,https://media.royaldesign.se/1/oyoy-raita-towel-40x60-cm-12?w=800&quality=80,"Produktinformation_Artikelnummer_328108,Produktinformation_Lev. artikelnummer_L300126,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Isblå, Karamell, Cloud,Produktinformation_Storlek_100x150,Produktinformation_Tillverkad i_Portugal",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Raita Handduk 100x150 cm, Caramel/Isblå från OYOY | RoyalDesign.se","Raita handduk från OYOY i mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck. ✓ Trygg leverans ✓ Flexibel betalning",NordicDetails.se
"Hevali Juniorsäng, Natur",OYOY,Barnmöbler,5390kr,7700kr,"Hevali juniorsäng från OYOY i bok med ett tidlöst, enkelt uttryck och hållbar design.","<div>Juniorsängen från OYOY är tillverkad av bok med ett tidlöst, enkelt uttryck och hållbar design. <br/><br/> <h2>Om juniorsängen från OYOY</h2><br/>- Finns i 2 olika finishar.<br/>- Tillverkad i Europa.<br/>- Längd: 1650 mm.<br/>- Bredd: 748 mm.<br/>- Höjd: 700 mm.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-hevali-night-day-bed-nature-1?w=800&quality=80,"Produktinformation_Artikelnummer_328119,Produktinformation_Lev. artikelnummer_M107127,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_ExtraLarge,Produktinformation_Färg_Natur,Produktinformation_Material_Bok,Produktinformation_Tillverkad i_Kroatien,Produktinformation_Bredd_74.8 cm,Produktinformation_Höjd_70 cm,Produktinformation_Längd_165 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Hevali Juniorsäng, Natur från OYOY | RoyalDesign.se","Hevali juniorsäng från OYOY i bok med ett tidlöst, enkelt uttryck och hållbar design. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris",NordicDetails.se
"Malle Mushroom Matta 75x77 cm, Röd",OYOY,Barntextilier,450kr,900kr,"Malle Mushroom matta från OYOY i mjuk, tätvävd ullblandning med ett lekfullt motiv perfekt för barnrummet.","<div>Mattan från OYOY är tillverkad av mjuk, tätvävd ullblandning med ett lekfullt motiv perfekt för barnrummet. <br/><br/> <h2>Om mattan från OYOY</h2><br/>- Bredd: 770 mm.<br/>- Längd: 750 mm.<br/><br/> <h2>Skötselråd för mattan</h2><br/>- Endast fläcktvätt.<br/>- Rengör med dammsugare.<br/><br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-malle-mushroom-rug-red-0?w=800&quality=80,"Produktinformation_Artikelnummer_328133,Produktinformation_Lev. artikelnummer_M107160,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Röd,Produktinformation_Material_Ull, Bomull,Produktinformation_Storlek_75x77,Produktinformation_Tillverkad i_Indien,Produktinformation_Tvättråd_Skumtvätt,Produktinformation_Bredd_77 cm,Produktinformation_Längd_75 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Malle Mushroom Matta 75x77 cm, Röd från OYOY | RoyalDesign.se","Malle Mushroom matta från OYOY i mjuk, tätvävd ullblandning med ett lekfullt motiv perfekt för barnrummet. ✓ Trygg leverans ✓ Flexibel betalning",NordicDetails.se
"Hopsi Rabbit Matta 76x100 cm, Off-white",OYOY,Barntextilier,525kr,1050kr,"Hopsi Rabbit matta från OYOY i mysig, tätvävd ullblandning med ett sött motiv perfekt för barnrummet.","<div>Mattan från OYOY är tillverkad av mysig, tätvävd ullblandning med ett sött motiv perfekt för barnrummet. <br/><br/> <h2>Om mattan från OYOY</h2><br/>- Bredd: 760 mm.<br/>- Längd: 1000 mm.<br/><br/> <h2>Skötselråd för mattan</h2><br/>- Endast fläcktvätt.<br/>- Rengör med dammsugare.<br/><br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-hopsi-rabbit-rug-offwhite-0?w=800&quality=80,"Produktinformation_Artikelnummer_328134,Produktinformation_Lev. artikelnummer_M107159,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Off-White,Produktinformation_Material_Ull, Bomull,Produktinformation_Storlek_76x100,Produktinformation_Tillverkad i_Indien,Produktinformation_Tvättråd_Skumtvätt,Produktinformation_Bredd_76 cm,Produktinformation_Längd_100 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Hopsi Rabbit Matta 76x100 cm, Off-white från OYOY | RoyalDesign.se","Hopsi Rabbit matta från OYOY i mysig, tätvävd ullblandning med ett sött motiv perfekt för barnrummet. ✓ Trygg leverans ✓ Flexibel betalning",NordicDetails.se
"Denim Kudde, Hope Hedgehog",OYOY,Barntextilier,420kr,600kr,"Denim kudde från OYOY i ekologisk bomull med denimkänsla och lekfulla, roliga djurmotiv perfekta för barnrummet.","<div>Kudden från OYOY är tillverkad av ekologisk bomull med denimkänsla och lekfulla, roliga djurmotiv perfekta för barnrummet. <br/><br/> <h2>Om kudden från OYOY</h2><br/>- Finns i flera utföranden.<br/>- Fyllning: Polyester.<br/><br/> <h2>Skötselråd för kudden</h2><br/>- Torktumla ej.<br/>- Använd ej blekmedel.<br/>- Handtvätt eller maskintvätt utan centrifugering, 30°C.<br/>- Strykes ej.<br/><br/><br/><br/></div>",Beige,https://media.royaldesign.se/1/oyoy-hope-hedgehog-denim-cushion-beige-1?w=800&quality=80,"Produktinformation_Artikelnummer_328153,Produktinformation_Lev. artikelnummer_M107105,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Beige,Produktinformation_Material_Bomull,Produktinformation_Stoppning_Polyester,Produktinformation_Tillverkad i_Indien,Produktinformation_Tvättråd_Torktumlas ej, Använd ej blekmedel, Maskintvätt 30 ° C, utan centrifugering, Strykes ej,Produktinformation_Övriga material_Polyester,Produktinformation_Bredd_36 cm,Produktinformation_Djup_14 cm,Produktinformation_Höjd_40 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Denim Kudde, Hope Hedgehog från OYOY | RoyalDesign.se","Denim kudde från OYOY i ekologisk bomull med denimkänsla och lekfulla, roliga djurmotiv perfekta för barnrummet. ✓ Trygg leverans ✓ Flexibel betalning",NordicDetails.se
"Saga Bonbonniere Burk Med Lock High, Blå",OYOY,Skålar & Uppläggningsfat,114kr,380kr,"Saga Bonbonniere burk från OYOY med en dekorativ, rundad form i stengods perfekt för snygg förvaring.","<div>Burken från OYOY har en dekorativ, rundad form i stengods perfekt för snygg förvaring.  Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om burken från OYOY</h2><br/>- Tillverkad av stengods.<br/>- Variationer i utseendet kan förekomma.<br/>- Kombinera burken med en andra produkt från OYOY.<br/>- Höjd: 125 mm.<br/>- Diameter: 155 mm.<br/><br/><br/></div>",Blå,https://media.royaldesign.se/1/oyoy-saga-bonbonniere-high-0?w=800&quality=80,"Produktinformation_Artikelnummer_337289,Produktinformation_Lev. artikelnummer_L300261,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Blå,Produktinformation_Material_Stengods,Produktinformation_Diameter_9 cm,Produktinformation_Höjd_10.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Saga Bonbonniere Burk Med Lock High, Blå från OYOY | RoyalDesign.se","Saga Bonbonniere burk från OYOY med en dekorativ, rundad form i stengods perfekt för snygg förvaring. ✓ Trygg leverans ✓ Flexibel betalning",NordicDetails.se
"Savi Ljusstake Small, Beige",OYOY,Ljusstakar & Ljuslyktor,321kr,460kr,"Savi ljusstake från OYOY med en elegant design i marmor med en vacker, polerad yta.","<div>Ljusstaken från OYOY har en elegant design i marmor med en vacker, polerad yta.  Perfekt för att skapa en mysig stämning i vilket rum som helst.<br/><br/> <h2>Om ljusstaken från OYOY</h2><br/>- Tillverkad av marmor.<br/>- Produkten är tillverkad av naturligt material, vilket gör varje exemplar unikt.<br/>- Höjd: 40 mm.<br/>- Diameter: 100 mm.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-savi-marble-candleholder-small-4?w=800&quality=80,"Produktinformation_Artikelnummer_337329,Produktinformation_Lev. artikelnummer_L300758,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Beige,Produktinformation_Material_Marmor,Produktinformation_Diameter_10 cm,Produktinformation_Höjd_4 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Savi Ljusstake Small, Beige från OYOY | RoyalDesign.se","Savi ljusstake från OYOY med en elegant design i marmor med en vacker, polerad yta. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris",NordicDetails.se
"Kojo Vas 25 cm, Lavendel",OYOY,Dekoration,780kr,1300kr,"Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.","<div>Vasen från OYOY har en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.  Det omsorgsfulla hantverket gör varje produkt unik och innebär att små variationer kan förekomma. Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om vasen från OYOY</h2><br/>- Elegant design.<br/>- Tillverkad av munblåst glas.<br/>- Vasen finns i  olika färger.<br/>- Från serien Kojo.<br/><br/> <h2>Skötselråd för vasen</h2><br/>- Endast handdisk.<br/><br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-kojo-vase-large-5?w=800&quality=80,"Produktinformation_Artikelnummer_337341,Produktinformation_Lev. artikelnummer_L300905,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Lavendel,Produktinformation_Material_Glas,Produktinformation_Diameter_24.5 cm,Produktinformation_Höjd_25 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Kojo Vas 25 cm, Lavendel från OYOY | RoyalDesign.se","Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar. ✓ Trygg leverans",NordicDetails.se
"Kojo Vas 20 cm, Lavendel",OYOY,Dekoration,240kr,800kr,"Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.","<div>Vasen från OYOY har en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.  Det omsorgsfulla hantverket gör varje produkt unik och innebär att små variationer kan förekomma. Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om vasen från OYOY</h2><br/>- Elegant design.<br/>- Tillverkad av munblåst glas.<br/>- Vasen finns i  olika färger.<br/>- Från serien Kojo.<br/><br/> <h2>Skötselråd för vasen</h2><br/>- Endast handdisk.<br/><br/><br/><br/></div>",Lavendel,https://media.royaldesign.se/1/oyoy-kojo-vase-small-0?w=800&quality=80,"Produktinformation_Artikelnummer_337342,Produktinformation_Lev. artikelnummer_L300907,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Lavendel,Produktinformation_Material_Glas,Produktinformation_Diameter_19.5 cm,Produktinformation_Höjd_20 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Kojo Vas 20 cm, Lavendel från OYOY | RoyalDesign.se","Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar. ✓ Trygg leverans",NordicDetails.se
"Kojo Vas 20 cm, Rose",OYOY,Dekoration,480kr,800kr,"Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.","<div>Vasen från OYOY har en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar.  Det omsorgsfulla hantverket gör varje produkt unik och innebär att små variationer kan förekomma. Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om vasen från OYOY</h2><br/>- Elegant design.<br/>- Tillverkad av munblåst glas.<br/>- Vasen finns i  olika färger.<br/>- Från serien Kojo.<br/><br/> <h2>Skötselråd för vasen</h2><br/>- Endast handdisk.<br/><br/><br/><br/></div>",Ros,https://media.royaldesign.se/1/oyoy-kojo-vase-small-4?w=800&quality=80,"Produktinformation_Artikelnummer_337343,Produktinformation_Lev. artikelnummer_L300908,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Ros,Produktinformation_Material_Glas,Produktinformation_Diameter_19.5 cm,Produktinformation_Höjd_20 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Kojo Vas 20 cm, Rose från OYOY | RoyalDesign.se","Kojo vas från OYOY med en elegant, organisk form i munblåst glas med vackra skiftningar perfekt för snittblommor och grenar. ✓ Trygg leverans",NordicDetails.se
Billy Dinosaur Gosedjur,OYOY,Barnrumsinredning,360kr,600kr,Billy Dinosaur gosedjur från OYOY med en gullig design i bomull med en mjuk fyllning i återvunnen polyester perfekt för barnrummet och för mysstunden.,<div>Gosedjuret från OYOY har en gullig design i bomull med en mjuk fyllning i återvunnen polyester perfekt för barnrummet och för mysstunden.  Välj mellan olika figurer.<br/><br/> <h2>Om gosedjuret från OYOY</h2><br/>- Söt design.<br/>- Mjuk stoppning.<br/>- Passar för 0+ år.<br/>- Gosedjuret passar bra i barnrummet.<br/><br/><br/></div>,,https://media.royaldesign.se/1/oyoy-billy-dinosaur-0?w=800&quality=80,"Produktinformation_Artikelnummer_337357,Produktinformation_Lev. artikelnummer_M107342,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Saffran,Produktinformation_Material_Bomull, Polyester,Produktinformation_Bredd_16.5 cm,Produktinformation_Höjd_1.6 cm,Produktinformation_Längd_41 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Billy Dinosaur Gosedjur från OYOY | RoyalDesign.se,Billy Dinosaur gosedjur från OYOY med en gullig design i bomull med en mjuk fyllning i återvunnen polyester perfekt för barnrummet och för mysstunden.,NordicDetails.se
Dot Matta Off-white 140x200 cm,OYOY,Mattor,2962kr,4900kr,"Dot matta från OYOY med en enkel, stilren design i ullblandning med eleganta tofsar i hörnen, en varm, naturlig färg och ett prickigt, diskret mönster som harmoniskt smälter in i hemmet.","<div>Matta från OYOY med en enkel, stilren design i ullblandning med eleganta tofsar i hörnen, en varm, naturlig färg och ett prickigt, diskret mönster som harmoniskt smälter in i hemmet.  Perfekt för vardagsrummet, sovrummet eller barnrummet.<br/><br/> <h2>Om mattan från OYOY</h2><br/>- 20% bomull.<br/>- 80% ull.<br/></div>",,https://media.royaldesign.se/1/oyoy-dot-rug-small-0?w=800&quality=80,"Produktinformation_Artikelnummer_337386,Produktinformation_Lev. artikelnummer_L300827,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Off-White,Produktinformation_Material_Ull, Bomull,Produktinformation_Storlek_140x200,Produktinformation_Bredd_140 cm,Produktinformation_Längd_200 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Dot Matta Off-white 140x200 cm från OYOY | RoyalDesign.se,Köp Dot Matta Off-white från OYOY - alltid till rätt pris! ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris,NordicDetails.se
Pullo Bottle Termosflaska Butter,OYOY,Glas,192kr,320kr,Pullo termosflaska från OYOY med en praktisk design i rostfritt stål perfekt för både varma och kalla drycker.,"<div>Termosflaskan från OYOY har en praktisk design i rostfritt stål perfekt för både varma och kalla drycker.  Perfekt för utomhusaktiviteter.<br/><br/> <h2>Om termosflaskan från OYOY</h2><br/>- Tillverkad av rostfritt stål.<br/>- Kapacitet: 52 cl.<br/>- Höjd: 224 mm.<br/>- Diameter: 68 mm.<br/>- Hot: up to  6 hours, Cold: for up to 12 hours.<br/><br/><br/></div>",Butter,https://media.royaldesign.se/1/oyoy-pullo-bottle-8?w=800&quality=80,"Produktinformation_Artikelnummer_337388,Produktinformation_Lev. artikelnummer_L300841,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Butter,Produktinformation_Material_Rostfritt stål, Silikon,Produktinformation_Kapacitet_52 cl,Produktinformation_Diameter_6.8 cm,Produktinformation_Höjd_22.4 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Pullo Bottle Termosflaska Butter från OYOY | RoyalDesign.se,Pullo termosflaska från OYOY med en praktisk design i rostfritt stål perfekt för både varma och kalla drycker. ✓ Trygg leverans ✓ Flexibel betalning,NordicDetails.se
"Yuka Glas 2-pack, Gul",OYOY,Glas,190kr,380kr,Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.,<div>Glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.  Varje artikel är unik tack vare den handgjorda designen.<br/><br/> <h2>Om glaset från OYOY</h2><br/>- Yuka Swirl uppskattas för den konstnärliga designen.<br/>- Från serien Yuka.<br/>- Tillverkat av glas.<br/>- Säljs i 2-pack.<br/>- Glaset finns i  olika färger.<br/></div>,Gul,https://media.royaldesign.se/1/oyoy-yuka-virvelglas-2-pack-gula-0?w=800&quality=80,"Produktinformation_Artikelnummer_385021,Produktinformation_Lev. artikelnummer_L301053,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Antal i förpackning_2,Produktinformation_Färg_Gul,Produktinformation_Material_Glas,Produktinformation_Diameter_7 cm,Produktinformation_Höjd_10.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Yuka Glas 2-pack, Gul från OYOY | RoyalDesign.se",Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster. ✓ Trygg leverans,NordicDetails.se
"Yuka Glas 2-pack, Rosa",OYOY,Glas,228kr,380kr,Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.,<div>Glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.  Varje artikel är unik tack vare den handgjorda designen.<br/><br/> <h2>Om glaset från OYOY</h2><br/>- Yuka Swirl uppskattas för den konstnärliga designen.<br/>- Från serien Yuka.<br/>- Tillverkat av glas.<br/>- Säljs i 2-pack.<br/>- Glaset finns i  olika färger.<br/></div>,Rosa,https://media.royaldesign.se/1/oyoy-yuka-virvelglas-2-pack-gula-8?w=800&quality=80,"Produktinformation_Artikelnummer_385023,Produktinformation_Lev. artikelnummer_L301055,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Antal i förpackning_2,Produktinformation_Färg_Rosa,Produktinformation_Material_Glas,Produktinformation_Diameter_7 cm,Produktinformation_Höjd_10.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Yuka Glas 2-pack, Rosa från OYOY | RoyalDesign.se",Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster. ✓ Trygg leverans,NordicDetails.se
"Yuka Glas 2-pack, Blå",OYOY,Glas,266kr,380kr,Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.,<div>Glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster.  Varje artikel är unik tack vare den handgjorda designen.<br/><br/> <h2>Om glaset från OYOY</h2><br/>- Yuka Swirl uppskattas för den konstnärliga designen.<br/>- Från serien Yuka.<br/>- Tillverkat av glas.<br/>- Säljs i 2-pack.<br/>- Glaset finns i  olika färger.<br/></div>,Blå,https://media.royaldesign.se/1/oyoy-yuka-virvelglas-2-pack-gula-12?w=800&quality=80,"Produktinformation_Artikelnummer_385024,Produktinformation_Lev. artikelnummer_L301056,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Antal i förpackning_2,Produktinformation_Färg_Blå,Produktinformation_Material_Glas,Produktinformation_Diameter_7 cm,Produktinformation_Höjd_10.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Yuka Glas 2-pack, Blå från OYOY | RoyalDesign.se",Yuka Swirl glas från OYOY med en handgjord design i glas med en konstnärlig känsla och funktion och ett vackert svirvelmönster. ✓ Trygg leverans,NordicDetails.se
